,year,name,value,rank,lastValue,new_cases
1563,2021.2,Morocco,1406462.619047619,12,524.0857142857143,
1564,2021.1,Morocco,524.0857142857143,52,0.0,
1565,2021.0,Morocco,,194,0.0,
1566,2020.9,Morocco,,189,0.0,
1567,2020.8,Morocco,,187,0.0,
1568,2020.7,Morocco,,185,0.0,
1569,2020.6,Morocco,,185,0.0,
1570,2020.5,Morocco,,185,0.0,
1571,2020.4,Morocco,,185,0.0,
1572,2020.3,Morocco,,184,0.0,
1573,2020.2,Morocco,,176,0.0,
1574,2020.1,Morocco,,32,0.0,
1575,2021.4,Mozambique,8090.6,119,0.0,
1576,2021.3,Mozambique,,215,0.0,
1577,2021.2,Mozambique,,211,0.0,
1578,2021.1,Mozambique,,206,0.0,
1579,2021.0,Mozambique,,194,0.0,
1580,2020.9,Mozambique,,189,0.0,
1581,2020.8,Mozambique,,187,0.0,
1582,2020.7,Mozambique,,185,0.0,
1583,2020.6,Mozambique,,185,0.0,
1584,2020.5,Mozambique,,185,0.0,
1585,2020.4,Mozambique,,185,0.0,
1586,2020.3,Mozambique,,184,0.0,
1587,2020.2,Mozambique,,176,0.0,
1588,2021.4,Myanmar,34934.94285714286,96,32977.45714285714,
1589,2021.3,Myanmar,32977.45714285714,71,952.3809523809524,
1590,2021.2,Myanmar,952.3809523809524,83,0.0,
1591,2021.1,Myanmar,,206,0.0,
1592,2021.0,Myanmar,,194,0.0,
1593,2020.9,Myanmar,,189,0.0,
1594,2020.8,Myanmar,,187,0.0,
1595,2020.7,Myanmar,,185,0.0,
1596,2020.6,Myanmar,,185,0.0,
1597,2020.5,Myanmar,,185,0.0,
1598,2020.4,Myanmar,,185,0.0,
1599,2020.3,Myanmar,,184,0.0,
1600,2020.2,Myanmar,,176,0.0,
1601,2021.4,Namibia,7214.742857142857,122,503.0,
1602,2021.3,Namibia,503.0,118,0.0,
1603,2021.2,Namibia,,211,0.0,
1604,2021.1,Namibia,,206,0.0,
1605,2021.0,Namibia,,194,0.0,
1606,2020.9,Namibia,,189,0.0,
1607,2020.8,Namibia,,187,0.0,
1608,2020.7,Namibia,,185,0.0,
1609,2020.6,Namibia,,185,0.0,
1610,2020.5,Namibia,,185,0.0,
1611,2020.4,Namibia,,185,0.0,
1612,2020.3,Namibia,,184,0.0,
1613,2020.2,Namibia,,176,0.0,
1614,2021.4,Nauru,,215,0.0,
1615,2021.3,Nauru,,215,0.0,
1616,2021.4,Nepal,279761.5142857143,63,10342.885714285714,
1617,2021.3,Nepal,10342.885714285714,88,0.0,
1618,2021.2,Nepal,,211,0.0,
1619,2021.1,Nepal,,206,0.0,
1620,2021.0,Nepal,,194,0.0,
1621,2020.9,Nepal,,189,0.0,
1622,2020.8,Nepal,,187,0.0,
1623,2020.7,Nepal,,185,0.0,
1624,2020.6,Nepal,,185,0.0,
1625,2020.5,Nepal,,185,0.0,
1626,2020.4,Nepal,,185,0.0,
1627,2020.3,Nepal,,184,0.0,
1628,2020.2,Nepal,,176,0.0,
1629,2020.1,Nepal,,32,0.0,
1630,2021.4,Netherlands,435305.65714285715,50,166818.45714285714,
1631,2021.3,Netherlands,166818.45714285714,50,73647.11904761905,
1632,2021.2,Netherlands,73647.11904761905,40,8223.657142857142,
1633,2021.1,Netherlands,8223.657142857142,39,0.0,
1634,2021.0,Netherlands,,194,0.0,
1635,2020.9,Netherlands,,189,0.0,
1636,2020.8,Netherlands,,187,0.0,
1637,2020.7,Netherlands,,185,0.0,
1638,2020.6,Netherlands,,185,0.0,
1639,2020.5,Netherlands,,185,0.0,
1640,2020.4,Netherlands,,185,0.0,
1641,2020.3,Netherlands,,184,0.0,
1642,2020.2,Netherlands,,176,0.0,
1643,2021.4,New Caledonia,6500.733333333334,126,2892.9142857142856,
1644,2021.3,New Caledonia,2892.9142857142856,101,474.8809523809524,
1645,2021.2,New Caledonia,474.8809523809524,89,13.6,
1646,2021.1,New Caledonia,13.6,61,0.0,
1647,2021.4,New Zealand,166562.91428571427,71,54371.885714285716,
1648,2021.3,New Zealand,54371.885714285716,65,4338.857142857143,
1649,2021.2,New Zealand,4338.857142857143,67,0.0,
1650,2021.1,New Zealand,,206,0.0,
1651,2021.0,New Zealand,,194,0.0,
1652,2020.9,New Zealand,,189,0.0,
1653,2020.8,New Zealand,,187,0.0,
1654,2020.7,New Zealand,,185,0.0,
1655,2020.6,New Zealand,,185,0.0,
1656,2020.5,New Zealand,,185,0.0,
1657,2020.4,New Zealand,,185,0.0,
1658,2020.3,New Zealand,,184,0.0,
1659,2020.2,New Zealand,,176,0.0,
1660,2021.4,Nicaragua,,215,0.0,
1661,2021.3,Nicaragua,,215,0.0,
1662,2021.2,Nicaragua,,211,0.0,
1663,2021.1,Nicaragua,,206,0.0,
1664,2021.0,Nicaragua,,194,0.0,
1665,2020.9,Nicaragua,,189,0.0,
1666,2020.8,Nicaragua,,187,0.0,
1667,2020.7,Nicaragua,,185,0.0,
1668,2020.6,Nicaragua,,185,0.0,
1669,2020.5,Nicaragua,,185,0.0,
1670,2020.4,Nicaragua,,185,0.0,
1671,2020.3,Nicaragua,,184,0.0,
1672,2020.2,Nicaragua,,176,0.0,
1673,2021.4,Niger,847.8857142857142,158,0.0,
1674,2021.3,Niger,,215,0.0,
1675,2021.2,Niger,,211,0.0,
1676,2021.1,Niger,,206,0.0,
1677,2021.0,Niger,,194,0.0,
1678,2020.9,Niger,,189,0.0,
1679,2020.8,Niger,,187,0.0,
1680,2020.7,Niger,,185,0.0,
1681,2020.6,Niger,,185,0.0,
1682,2020.5,Niger,,185,0.0,
1683,2020.4,Niger,,185,0.0,
1684,2020.3,Niger,,184,0.0,
1685,2020.2,Niger,,176,0.0,
1686,2021.4,Nigeria,21641.885714285716,103,0.0,
1687,2021.3,Nigeria,,215,0.0,
1688,2021.2,Nigeria,,211,0.0,
1689,2021.1,Nigeria,,206,0.0,
1690,2021.0,Nigeria,,194,0.0,
1691,2020.9,Nigeria,,189,0.0,
1692,2020.8,Nigeria,,187,0.0,
1693,2020.7,Nigeria,,185,0.0,
1694,2020.6,Nigeria,,185,0.0,
1695,2020.5,Nigeria,,185,0.0,
1696,2020.4,Nigeria,,185,0.0,
1697,2020.3,Nigeria,,184,0.0,
1698,2020.2,Nigeria,,176,0.0,
1699,2021.4,North Macedonia,58839.8,87,0.0,
1700,2021.3,North Macedonia,,215,0.0,
1701,2021.2,North Macedonia,,211,0.0,
1702,2021.1,North Macedonia,,206,0.0,
1703,2021.0,North Macedonia,,194,0.0,
1704,2020.9,North Macedonia,,189,0.0,
1705,2020.8,North Macedonia,,187,0.0,
1706,2020.7,North Macedonia,,185,0.0,
1707,2020.6,North Macedonia,,185,0.0,
1708,2020.5,North Macedonia,,185,0.0,
1709,2020.4,North Macedonia,,185,0.0,
1710,2020.3,North Macedonia,,184,0.0,
1711,2020.2,North Macedonia,,176,0.0,
1712,2021.4,Northern Cyprus,25983.11111111111,100,5617.8,
1713,2021.3,Northern Cyprus,5617.8,95,1049.595238095238,
1714,2021.2,Northern Cyprus,1049.595238095238,81,0.0,
1715,2021.1,Northern Cyprus,,206,0.0,
1716,2021.0,Northern Cyprus,,194,0.0,
1717,2021.4,Norway,812863.8285714285,43,346317.2571428571,
1718,2021.3,Norway,346317.2571428571,41,238461.30952380953,
1719,2021.2,Norway,238461.30952380953,29,42426.25714285715,
1720,2021.1,Norway,42426.25714285715,25,0.11904761904761904,
1721,2021.0,Norway,0.11904761904761904,25,0.0,
1722,2020.9,Norway,,189,0.0,
1723,2020.8,Norway,,187,0.0,
1724,2020.7,Norway,,185,0.0,
1725,2020.6,Norway,,185,0.0,
1726,2020.5,Norway,,185,0.0,
1727,2020.4,Norway,,185,0.0,
1728,2020.3,Norway,,184,0.0,
1729,2020.2,Norway,,176,0.0,
1730,2021.4,Oman,10243.342857142858,116,3495.2571428571428,
1731,2021.3,Oman,3495.2571428571428,98,4528.333333333333,
1732,2021.2,Oman,4528.333333333333,66,7707.371428571429,
1733,2021.1,Oman,7707.371428571429,40,16.023809523809526,
1734,2021.0,Oman,16.023809523809526,15,0.0,
1735,2020.9,Oman,,189,0.0,
1736,2020.8,Oman,,187,0.0,
1737,2020.7,Oman,,185,0.0,
1738,2020.6,Oman,,185,0.0,
1739,2020.5,Oman,,185,0.0,
1740,2020.4,Oman,,185,0.0,
1741,2020.3,Oman,,184,0.0,
1742,2020.2,Oman,,176,0.0,
1743,2021.4,Pakistan,682508.6,47,0.0,
1744,2021.3,Pakistan,,215,0.0,
1745,2021.2,Pakistan,,211,0.0,
1746,2021.1,Pakistan,,206,0.0,
1747,2021.0,Pakistan,,194,0.0,
1748,2020.9,Pakistan,,189,0.0,
1749,2020.8,Pakistan,,187,0.0,
1750,2020.7,Pakistan,,185,0.0,
1751,2020.6,Pakistan,,185,0.0,
1752,2020.5,Pakistan,,185,0.0,
1753,2020.4,Pakistan,,185,0.0,
1754,2020.3,Pakistan,,184,0.0,
1755,2020.2,Pakistan,,176,0.0,
1756,2021.4,Palestine,103470.5142857143,77,17306.885714285716,
1757,2021.3,Palestine,17306.885714285716,78,1127.8809523809523,
1758,2021.2,Palestine,1127.8809523809523,80,0.0,
1759,2021.1,Palestine,,206,0.0,
1760,2021.0,Palestine,,194,0.0,
1761,2020.9,Palestine,,189,0.0,
1762,2020.8,Palestine,,187,0.0,
1763,2020.7,Palestine,,185,0.0,
1764,2020.6,Palestine,,185,0.0,
1765,2020.5,Palestine,,185,0.0,
1766,2020.4,Palestine,,185,0.0,
1767,2020.3,Palestine,,184,0.0,
1768,2020.2,Palestine,,176,0.0,
1769,2021.4,Panama,312947.97142857144,59,174385.77142857143,
1770,2021.3,Panama,174385.77142857143,46,17811.785714285714,
1771,2021.2,Panama,17811.785714285714,54,294.2,
1772,2021.1,Panama,294.2,54,0.0,
1773,2021.0,Panama,,194,0.0,
1774,2020.9,Panama,,189,0.0,
1775,2020.8,Panama,,187,0.0,
1776,2020.7,Panama,,185,0.0,
1777,2020.6,Panama,,185,0.0,
1778,2020.5,Panama,,185,0.0,
1779,2020.4,Panama,,185,0.0,
1780,2020.3,Panama,,184,0.0,
1781,2020.2,Panama,,176,0.0,
1782,2021.4,Papua New Guinea,,215,0.0,
1783,2021.3,Papua New Guinea,,215,0.0,
1784,2021.2,Papua New Guinea,,211,0.0,
1785,2021.1,Papua New Guinea,,206,0.0,
1786,2021.0,Papua New Guinea,,194,0.0,
1787,2020.9,Papua New Guinea,,189,0.0,
1788,2020.8,Papua New Guinea,,187,0.0,
1789,2020.7,Papua New Guinea,,185,0.0,
1790,2020.6,Papua New Guinea,,185,0.0,
1791,2020.5,Papua New Guinea,,185,0.0,
1792,2020.4,Papua New Guinea,,185,0.0,
1793,2020.3,Papua New Guinea,,184,0.0,
1794,2020.2,Papua New Guinea,,176,0.0,
1795,2021.4,Paraguay,59393.114285714284,85,10745.057142857142,
1796,2021.3,Paraguay,10745.057142857142,87,653.7142857142857,
1797,2021.2,Paraguay,653.7142857142857,87,0.0,
1798,2021.1,Paraguay,,206,0.0,
1799,2021.0,Paraguay,,194,0.0,
1800,2020.9,Paraguay,,189,0.0,
1801,2020.8,Paraguay,,187,0.0,
1802,2020.7,Paraguay,,185,0.0,
1803,2020.6,Paraguay,,185,0.0,
1804,2020.5,Paraguay,,185,0.0,
1805,2020.4,Paraguay,,185,0.0,
1806,2020.3,Paraguay,,184,0.0,
1807,2020.2,Paraguay,,176,0.0,
1808,2021.4,Peru,1127172.0571428572,34,594707.1714285715,
1809,2021.3,Peru,594707.1714285715,30,183711.47619047618,
1810,2021.2,Peru,183711.47619047618,31,0.0,
1811,2021.1,Peru,,206,0.0,
1812,2021.0,Peru,,194,0.0,
1813,2020.9,Peru,,189,0.0,
1814,2020.8,Peru,,187,0.0,
1815,2020.7,Peru,,185,0.0,
1816,2020.6,Peru,,185,0.0,
1817,2020.5,Peru,,185,0.0,
1818,2020.4,Peru,,185,0.0,
1819,2020.3,Peru,,184,0.0,
1820,2020.2,Peru,,176,0.0,
1821,2020.1,Peru,,32,0.0,
1822,2021.4,Philippines,352506.0,55,138662.62857142856,
1823,2021.3,Philippines,138662.62857142856,55,32.0,
1824,2021.2,Philippines,32.0,98,0.0,
1825,2021.1,Philippines,,206,0.0,
1826,2021.0,Philippines,,194,0.0,
1827,2020.9,Philippines,,189,0.0,
1828,2020.8,Philippines,,187,0.0,
1829,2020.7,Philippines,,185,0.0,
1830,2020.6,Philippines,,185,0.0,
1831,2020.5,Philippines,,185,0.0,
1832,2020.4,Philippines,,185,0.0,
1833,2020.3,Philippines,,184,0.0,
1834,2020.2,Philippines,,176,0.0,
1835,2020.1,Philippines,,32,0.0,
1836,2021.4,Poland,6255990.571428572,14,1820714.8857142858,
1837,2021.3,Poland,1820714.8857142858,16,1201500.4523809524,
1838,2021.2,Poland,1201500.4523809524,15,361595.7428571429,
1839,2021.1,Poland,361595.7428571429,7,15.976190476190476,
1840,2021.0,Poland,15.976190476190476,16,0.0,
1841,2020.9,Poland,,189,0.0,
1842,2020.8,Poland,,187,0.0,
1843,2020.7,Poland,,185,0.0,
1844,2020.6,Poland,,185,0.0,
1845,2020.5,Poland,,185,0.0,
1846,2020.4,Poland,,185,0.0,
1847,2020.3,Poland,,184,0.0,
1848,2020.2,Poland,,176,0.0,
1849,2021.4,Portugal,1731292.8,29,776861.8285714285,
1850,2021.3,Portugal,776861.8285714285,27,386202.9285714286,
1851,2021.2,Portugal,386202.9285714286,24,104142.4,
1852,2021.1,Portugal,104142.4,17,27.642857142857142,
1853,2021.0,Portugal,27.642857142857142,11,0.0,
1854,2020.9,Portugal,,189,0.0,
1855,2020.8,Portugal,,187,0.0,
1856,2020.7,Portugal,,185,0.0,
1857,2020.6,Portugal,,185,0.0,
1858,2020.5,Portugal,,185,0.0,
1859,2020.4,Portugal,,185,0.0,
1860,2020.3,Portugal,,184,0.0,
1861,2020.2,Portugal,,176,0.0,
1862,2020.1,Portugal,,32,0.0,
1863,2021.4,Qatar,978292.4857142858,38,195730.7142857143,
1864,2021.3,Qatar,195730.7142857143,44,0.0,
1865,2021.2,Qatar,,211,0.0,
1866,2021.1,Qatar,,206,0.0,
1867,2021.0,Qatar,,194,0.0,
1868,2020.9,Qatar,,189,0.0,
1869,2020.8,Qatar,,187,0.0,
1870,2020.7,Qatar,,185,0.0,
1871,2020.6,Qatar,,185,0.0,
1872,2020.5,Qatar,,185,0.0,
1873,2020.4,Qatar,,185,0.0,
1874,2020.3,Qatar,,184,0.0,
1875,2020.2,Qatar,,176,0.0,
1876,2021.4,Romania,3301052.7714285715,18,1732736.4285714286,
1877,2021.3,Romania,1732736.4285714286,17,778063.7380952381,
1878,2021.2,Romania,778063.7380952381,16,219663.85714285713,
1879,2021.1,Romania,219663.85714285713,9,20.833333333333332,
1880,2021.0,Romania,20.833333333333332,13,0.0,
1881,2020.9,Romania,,189,0.0,
1882,2020.8,Romania,,187,0.0,
1883,2020.7,Romania,,185,0.0,
1884,2020.6,Romania,,185,0.0,
1885,2020.5,Romania,,185,0.0,
1886,2020.4,Romania,,185,0.0,
1887,2020.3,Romania,,184,0.0,
1888,2020.2,Romania,,176,0.0,
1889,2021.4,Russia,11551902.685714286,7,6303763.857142857,
1890,2021.3,Russia,6303763.857142857,6,1404151.619047619,
1891,2021.2,Russia,1404151.619047619,13,0.0,
1892,2021.1,Russia,,206,0.0,
1893,2021.0,Russia,,194,0.0,
1894,2020.9,Russia,,189,0.0,
1895,2020.8,Russia,,187,0.0,
1896,2020.7,Russia,,185,0.0,
1897,2020.6,Russia,,185,0.0,
1898,2020.5,Russia,,185,0.0,
1899,2020.4,Russia,,185,0.0,
1900,2020.3,Russia,,184,0.0,
1901,2020.2,Russia,,176,0.0,
1902,2020.1,Russia,,32,0.0,
1903,2021.4,Rwanda,,215,1419.8857142857144,
1904,2021.3,Rwanda,1419.8857142857144,109,0.0,
1905,2021.2,Rwanda,,211,0.0,
1906,2021.1,Rwanda,,206,0.0,
1907,2021.0,Rwanda,,194,0.0,
1908,2020.9,Rwanda,,189,0.0,
1909,2020.8,Rwanda,,187,0.0,
1910,2020.7,Rwanda,,185,0.0,
1911,2020.6,Rwanda,,185,0.0,
1912,2020.5,Rwanda,,185,0.0,
1913,2020.4,Rwanda,,185,0.0,
1914,2020.3,Rwanda,,184,0.0,
1915,2020.2,Rwanda,,176,0.0,
1916,2021.3,Saint Helena,146.5483870967742,127,2.619047619047619,
1917,2021.2,Saint Helena,2.619047619047619,103,0.0,
1918,2021.1,Saint Helena,,206,0.0,
1919,2021.4,Saint Kitts and Nevis,1269.1714285714286,149,3.6285714285714286,
1920,2021.3,Saint Kitts and Nevis,3.6285714285714286,138,0.0,
1921,2021.2,Saint Kitts and Nevis,,211,0.0,
1922,2021.1,Saint Kitts and Nevis,,206,0.0,
1923,2021.0,Saint Kitts and Nevis,,194,0.0,
1924,2020.9,Saint Kitts and Nevis,,189,0.0,
1925,2020.8,Saint Kitts and Nevis,,187,0.0,
1926,2020.7,Saint Kitts and Nevis,,185,0.0,
1927,2020.6,Saint Kitts and Nevis,,185,0.0,
1928,2020.5,Saint Kitts and Nevis,,185,0.0,
1929,2020.4,Saint Kitts and Nevis,,185,0.0,
1930,2020.3,Saint Kitts and Nevis,,184,0.0,
1931,2020.2,Saint Kitts and Nevis,,176,0.0,
1932,2021.4,Saint Lucia,9701.628571428571,117,0.0,
1933,2021.3,Saint Lucia,,215,0.0,
1934,2021.2,Saint Lucia,,211,0.0,
1935,2021.1,Saint Lucia,,206,0.0,
1936,2021.0,Saint Lucia,,194,0.0,
1937,2020.9,Saint Lucia,,189,0.0,
1938,2020.8,Saint Lucia,,187,0.0,
1939,2020.7,Saint Lucia,,185,0.0,
1940,2020.6,Saint Lucia,,185,0.0,
1941,2020.5,Saint Lucia,,185,0.0,
1942,2020.4,Saint Lucia,,185,0.0,
1943,2020.3,Saint Lucia,,184,0.0,
1944,2020.2,Saint Lucia,,176,0.0,
1945,2021.4,Saint Vincent and the Grenadines,,215,0.0,
1946,2021.3,Saint Vincent and the Grenadines,,215,0.0,
1947,2021.2,Saint Vincent and the Grenadines,,211,0.0,
1948,2021.1,Saint Vincent and the Grenadines,,206,0.0,
1949,2021.0,Saint Vincent and the Grenadines,,194,0.0,
1950,2020.9,Saint Vincent and the Grenadines,,189,0.0,
1951,2020.8,Saint Vincent and the Grenadines,,187,0.0,
1952,2020.7,Saint Vincent and the Grenadines,,185,0.0,
1953,2020.6,Saint Vincent and the Grenadines,,185,0.0,
1954,2020.5,Saint Vincent and the Grenadines,,185,0.0,
1955,2020.4,Saint Vincent and the Grenadines,,185,0.0,
1956,2020.3,Saint Vincent and the Grenadines,,184,0.0,
1957,2020.2,Saint Vincent and the Grenadines,,176,0.0,
1958,2021.4,Samoa,,215,0.0,
1959,2021.3,Samoa,,215,0.0,
1960,2021.2,Samoa,,211,0.0,
1961,2021.1,Samoa,,206,0.0,
1962,2021.0,Samoa,,194,0.0,
1963,2020.9,Samoa,,189,0.0,
1964,2021.4,San Marino,7252.2,121,5072.885714285714,
1965,2021.3,San Marino,5072.885714285714,96,443.5238095238095,
1966,2021.2,San Marino,443.5238095238095,90,0.0,
1967,2021.1,San Marino,,206,0.0,
1968,2021.0,San Marino,,194,0.0,
1969,2020.9,San Marino,,189,0.0,
1970,2020.8,San Marino,,187,0.0,
1971,2020.7,San Marino,,185,0.0,
1972,2020.6,San Marino,,185,0.0,
1973,2020.5,San Marino,,185,0.0,
1974,2020.4,San Marino,,185,0.0,
1975,2020.3,San Marino,,184,0.0,
1976,2020.2,San Marino,,176,0.0,
1977,2021.4,Sao Tome and Principe,873.4857142857143,156,0.0,
1978,2021.3,Sao Tome and Principe,,215,0.0,
1979,2021.2,Sao Tome and Principe,,211,0.0,
1980,2021.1,Sao Tome and Principe,,206,0.0,
1981,2021.0,Sao Tome and Principe,,194,0.0,
1982,2020.9,Sao Tome and Principe,,189,0.0,
1983,2020.8,Sao Tome and Principe,,187,0.0,
1984,2020.7,Sao Tome and Principe,,185,0.0,
1985,2020.6,Sao Tome and Principe,,185,0.0,
1986,2020.5,Sao Tome and Principe,,185,0.0,
1987,2020.4,Sao Tome and Principe,,185,0.0,
1988,2020.3,Sao Tome and Principe,,184,0.0,
1989,2021.4,Saudi Arabia,,215,0.0,
1990,2021.3,Saudi Arabia,,215,0.0,
1991,2021.2,Saudi Arabia,,211,0.0,
1992,2021.1,Saudi Arabia,,206,0.0,
1993,2021.0,Saudi Arabia,,194,0.0,
1994,2020.9,Saudi Arabia,,189,0.0,
1995,2020.8,Saudi Arabia,,187,0.0,
1996,2020.7,Saudi Arabia,,185,0.0,
1997,2020.6,Saudi Arabia,,185,0.0,
1998,2020.5,Saudi Arabia,,185,0.0,
1999,2020.4,Saudi Arabia,,185,0.0,
2000,2020.3,Saudi Arabia,,184,0.0,
2001,2020.2,Saudi Arabia,,176,0.0,
2002,2021.4,Senegal,11988.057142857142,109,0.0,
2003,2021.3,Senegal,,215,0.0,
2004,2021.2,Senegal,,211,0.0,
2005,2021.1,Senegal,,206,0.0,
2006,2021.0,Senegal,,194,0.0,
2007,2020.9,Senegal,,189,0.0,
2008,2020.8,Senegal,,187,0.0,
2009,2020.7,Senegal,,185,0.0,
2010,2020.6,Senegal,,185,0.0,
2011,2020.5,Senegal,,185,0.0,
2012,2020.4,Senegal,,185,0.0,
2013,2020.3,Senegal,,184,0.0,
2014,2020.2,Senegal,,176,0.0,
2015,2021.4,Serbia,994894.0285714286,37,924023.8571428572,
2016,2021.3,Serbia,924023.8571428572,21,648949.1904761905,
2017,2021.2,Serbia,648949.1904761905,17,10166.114285714286,
2018,2021.1,Serbia,10166.114285714286,36,0.0,
2019,2021.0,Serbia,,194,0.0,
2020,2020.9,Serbia,,189,0.0,
2021,2020.8,Serbia,,187,0.0,
2022,2020.7,Serbia,,185,0.0,
2023,2020.6,Serbia,,185,0.0,
2024,2020.5,Serbia,,185,0.0,
2025,2020.4,Serbia,,185,0.0,
2026,2020.3,Serbia,,184,0.0,
2027,2020.2,Serbia,,176,0.0,
2028,2021.4,Seychelles,10899.171428571428,113,15109.771428571428,
2029,2021.3,Seychelles,15109.771428571428,83,9979.0,
2030,2021.2,Seychelles,9979.0,59,4818.457142857143,
2031,2021.1,Seychelles,4818.457142857143,41,0.0,
2032,2021.0,Seychelles,,194,0.0,
2033,2020.9,Seychelles,,189,0.0,
2034,2020.8,Seychelles,,187,0.0,
2035,2020.7,Seychelles,,185,0.0,
2036,2020.6,Seychelles,,185,0.0,
2037,2020.5,Seychelles,,185,0.0,
2038,2020.4,Seychelles,,185,0.0,
2039,2020.3,Seychelles,,184,0.0,
2040,2020.2,Seychelles,,176,0.0,
2041,2021.4,Sierra Leone,1011.1142857142858,153,917.3714285714286,
2042,2021.3,Sierra Leone,917.3714285714286,113,0.0,
2043,2021.2,Sierra Leone,,211,0.0,
2044,2021.1,Sierra Leone,,206,0.0,
2045,2021.0,Sierra Leone,,194,0.0,
2046,2020.9,Sierra Leone,,189,0.0,
2047,2020.8,Sierra Leone,,187,0.0,
2048,2020.7,Sierra Leone,,185,0.0,
2049,2020.6,Sierra Leone,,185,0.0,
2050,2020.5,Sierra Leone,,185,0.0,
2051,2020.4,Sierra Leone,,185,0.0,
2052,2020.3,Sierra Leone,,184,0.0,
2053,2021.4,Singapore,265610.2571428571,64,39589.37142857143,
2054,2021.3,Singapore,39589.37142857143,69,60842.92857142857,
2055,2021.2,Singapore,60842.92857142857,42,3488.5714285714284,
2056,2021.1,Singapore,3488.5714285714284,43,0.0,
2057,2021.0,Singapore,,194,0.0,
2058,2020.9,Singapore,,189,0.0,
